CID,BDATE,GEN
CUST09230,1975-04-09,F
CUST09231,1975-04-10,F
CUST09232,1975-04-11,M
CUST09233,1975-04-12,M
CUST09234,1975-04-13,F
CUST09235,1975-04-14,
CUST09236,1975-04-15,M
CUST09237,1975-04-16,M
CUST09238,1975-04-17,M
CUST09239,1975-04-18,F
CUST09240,1975-04-19,F
CUST09241,1975-04-20,M
CUST09242,1975-04-21,
CUST09243,1975-04-22,F
CUST09244,1975-04-23,M
CUST09245,1975-04-24,F
CUST09246,1975-04-25,M
CUST09247,1975-04-26,
CUST09248,1975-04-27,M
CUST09249,1975-04-28,F
CUST09250,1975-04-29,M
CUST09251,1975-04-30,F
CUST09252,1975-05-01,F
CUST09253,1975-05-02,F
CUST09254,1975-05-03,M
CUST09255,1975-05-04,F
CUST09256,1975-05-05,M
CUST09257,1975-05-06,F
CUST09258,1975-05-07,M
CUST09259,1975-05-08,F
CUST09260,1975-05-09,F
CUST09261,1975-05-10,M
CUST09262,1975-05-11,F
CUST09263,1975-05-12,F
CUST09264,1975-05-13,F
CUST09265,1975-05-14,F
CUST09266,1975-05-15,
CUST09267,1975-05-16,
CUST09268,1975-05-17,F
CUST09269,1975-05-18,F
CUST09270,1975-05-19,
CUST09271,1975-05-20,M
CUST09272,1975-05-21,F
CUST09273,1975-05-22,M
CUST09274,1975-05-23,F
CUST09275,1975-05-24,
CUST09276,1975-05-25,F
CUST09277,1975-05-26,M
CUST09278,1975-05-27,F
CUST09279,1975-05-28,F
CUST09280,1975-05-29,M
CUST09281,1975-05-30,M
CUST09282,1975-05-31,M
CUST09283,1975-06-01,M
CUST09284,1975-06-02,F
CUST09285,1975-06-03,M
CUST09286,1975-06-04,M
CUST09287,1975-06-05,M
CUST09288,1975-06-06,
CUST09289,1975-06-07,F
CUST09290,1975-06-08,
CUST09291,1975-06-09,F
CUST09292,1975-06-10,F
CUST09293,1975-06-11,F
CUST09294,1975-06-12,F
CUST09295,1975-06-13,M
CUST09296,1975-06-14,F
CUST09297,1975-06-15,M
CUST09298,1975-06-16,F
CUST09299,1975-06-17,F
CUST09300,1975-06-18,M
CUST09301,1975-06-19,M
CUST09302,1975-06-20,M
CUST09303,1975-06-21,
CUST09304,1975-06-22,F
CUST09305,1975-06-23,M
CUST09306,1975-06-24,M
CUST09307,1975-06-25,
CUST09308,1975-06-26,M
CUST09309,1975-06-27,F
CUST09310,1975-06-28,F
CUST09311,1975-06-29,F
CUST09312,1975-06-30,
CUST09313,1975-07-01,F
CUST09314,1975-07-02,
CUST09315,1975-07-03,
CUST09316,1975-07-04,F
CUST09317,1975-07-05,
CUST09318,1975-07-06,M
CUST09319,1975-07-07,M
CUST09320,1975-07-08,F
CUST09321,1975-07-09,M
CUST09322,1975-07-10,F
CUST09323,1975-07-11,F
CUST09324,1975-07-12,
CUST09325,1975-07-13,F
CUST09326,1975-07-14,M
CUST09327,1975-07-15,M
CUST09328,1975-07-16,F
CUST09329,1975-07-17,
CUST09330,1975-07-18,F
CUST09331,1975-07-19,M
CUST09332,1975-07-20,F
CUST09333,1975-07-21,
CUST09334,1975-07-22,F
CUST09335,1975-07-23,F
CUST09336,1975-07-24,M
CUST09337,1975-07-25,
CUST09338,1975-07-26,F
CUST09339,1975-07-27,F
CUST09340,1975-07-28,F
CUST09341,1975-07-29,M
CUST09342,1975-07-30,F
CUST09343,1975-07-31,F
CUST09344,1975-08-01,F
CUST09345,1975-08-02,F
CUST09346,1975-08-03,
CUST09347,1975-08-04,F
CUST09348,1975-08-05,M
CUST09349,1975-08-06,M
CUST09350,1975-08-07,M
CUST09351,1975-08-08,M
CUST09352,1975-08-09,M
CUST09353,1975-08-10,F
CUST09354,1975-08-11,F
CUST09355,1975-08-12,F
CUST09356,1975-08-13,M
CUST09357,1975-08-14,F
CUST09358,1975-08-15,M
CUST09359,1975-08-16,M
CUST09360,1975-08-17,F
CUST09361,1975-08-18,
CUST09362,1975-08-19,M
CUST09363,1975-08-20,F
CUST09364,1975-08-21,F
CUST09365,1975-08-22,F
CUST09366,1975-08-23,F
CUST09367,1975-08-24,M
CUST09368,1975-08-25,F
CUST09369,1975-08-26,F
CUST09370,1975-08-27,M
CUST09371,1975-08-28,F
CUST09372,1975-08-29,F
CUST09373,1975-08-30,M
CUST09374,1975-08-31,F
CUST09375,1975-09-01,
CUST09376,1975-09-02,F
CUST09377,1975-09-03,M
CUST09378,1975-09-04,F
CUST09379,1975-09-05,F
CUST09380,1975-09-06,F
CUST09381,1975-09-07,F
CUST09382,1975-09-08,M
CUST09383,1975-09-09,M
CUST09384,1975-09-10,M
CUST09385,1975-09-11,F
CUST09386,1975-09-12,M
CUST09387,1975-09-13,M
CUST09388,1975-09-14,F
CUST09389,1975-09-15,F
CUST09390,1975-09-16,
CUST09391,1975-09-17,F
CUST09392,1975-09-18,F
CUST09393,1975-09-19,F
CUST09394,1975-09-20,F
CUST09395,1975-09-21,F
CUST09396,1975-09-22,M
CUST09397,1975-09-23,M
CUST09398,1975-09-24,M
CUST09399,1975-09-25,M
CUST09400,1975-09-26,
CUST09401,1975-09-27,F
CUST09402,1975-09-28,
CUST09403,1975-09-29,M
CUST09404,1975-09-30,M
CUST09405,1975-10-01,
CUST09406,1975-10-02,M
CUST09407,1975-10-03,
CUST09408,1975-10-04,F
CUST09409,1975-10-05,M
CUST09410,1975-10-06,M
CUST09411,1975-10-07,M
CUST09412,1975-10-08,F
CUST09413,1975-10-09,F
CUST09414,1975-10-10,M
CUST09415,1975-10-11,M
CUST09416,1975-10-12,F
CUST09417,1975-10-13,M
CUST09418,1975-10-14,F
CUST09419,1975-10-15,M
CUST09420,1975-10-16,F
CUST09421,1975-10-17,F
CUST09422,1975-10-18,M
CUST09423,1975-10-19,M
CUST09424,1975-10-20,F
CUST09425,1975-10-21,F
CUST09426,1975-10-22,M
CUST09427,1975-10-23,F
CUST09428,1975-10-24,M
CUST09429,1975-10-25,F
CUST09430,1975-10-26,F
CUST09431,1975-10-27,
CUST09432,1975-10-28,F
CUST09433,1975-10-29,F
CUST09434,1975-10-30,M
CUST09435,1975-10-31,F
CUST09436,1975-11-01,F
CUST09437,1975-11-02,F
CUST09438,1975-11-03,M
CUST09439,1975-11-04,M
CUST09440,1975-11-05,M
CUST09441,1975-11-06,F
CUST09442,1975-11-07,M
CUST09443,1975-11-08,M
CUST09444,1975-11-09,F
CUST09445,1975-11-10,M
CUST09446,1975-11-11,M
CUST09447,1975-11-12,F
CUST09448,1975-11-13,M
CUST09449,1975-11-14,M
CUST09450,1975-11-15,M
CUST09451,1975-11-16,M
CUST09452,1975-11-17,F
CUST09453,1975-11-18,M
CUST09454,1975-11-19,F
CUST09455,1975-11-20,M
CUST09456,1975-11-21,M
CUST09457,1975-11-22,
CUST09458,1975-11-23,M
CUST09459,1975-11-24,
CUST09460,1975-11-25,M
CUST09461,1975-11-26,F
CUST09462,1975-11-27,F
CUST09463,1975-11-28,F
CUST09464,1975-11-29,F
CUST09465,1975-11-30,F
CUST09466,1975-12-01,M
CUST09467,1975-12-02,F
CUST09468,1975-12-03,M
CUST09469,1975-12-04,F
CUST09470,1975-12-05,M
CUST09471,1975-12-06,M
CUST09472,1975-12-07,F
CUST09473,1975-12-08,F
CUST09474,1975-12-09,F
CUST09475,1975-12-10,F
CUST09476,1975-12-11,F
CUST09477,1975-12-12,M
CUST09478,1975-12-13,
CUST09479,1975-12-14,M
CUST09480,1975-12-15,F
CUST09481,1975-12-16,M
CUST09482,1975-12-17,F
CUST09483,1975-12-18,M
CUST09484,1975-12-19,M
CUST09485,1975-12-20,M
CUST09486,1975-12-21,F
CUST09487,1975-12-22,M
CUST09488,1975-12-23,F
CUST09489,1975-12-24,M
CUST09490,1975-12-25,F
CUST09491,1975-12-26,M
CUST09492,1975-12-27,M
CUST09493,1975-12-28,
CUST09494,1975-12-29,F
CUST09495,1975-12-30,M
CUST09496,1975-12-31,M
CUST09497,1976-01-01,
CUST09498,1976-01-02,M
CUST09499,1976-01-03,M
CUST09500,1976-01-04,M
CUST09501,1976-01-05,M
CUST09502,1976-01-06,M
CUST09503,1976-01-07,M
CUST09504,1976-01-08,F
CUST09505,1976-01-09,F
CUST09506,1976-01-10,M
CUST09507,1976-01-11,M
CUST09508,1976-01-12,F
CUST09509,1976-01-13,F
CUST09510,1976-01-14,M
CUST09511,1976-01-15,F
CUST09512,1976-01-16,F
CUST09513,1976-01-17,
CUST09514,1976-01-18,M
CUST09515,1976-01-19,F
CUST09516,1976-01-20,F
CUST09517,1976-01-21,M
CUST09518,1976-01-22,F
CUST09519,1976-01-23,M
CUST09520,1976-01-24,M
CUST09521,1976-01-25,F
CUST09522,1976-01-26,
CUST09523,1976-01-27,M
CUST09524,1976-01-28,M
CUST09525,1976-01-29,M
CUST09526,1976-01-30,M
CUST09527,1976-01-31,M
CUST09528,1976-02-01,
CUST09529,1976-02-02,F
CUST09530,1976-02-03,F
CUST09531,1976-02-04,F
CUST09532,1976-02-05,M
CUST09533,1976-02-06,M
CUST09534,1976-02-07,F
CUST09535,1976-02-08,M
CUST09536,1976-02-09,
CUST09537,1976-02-10,M
CUST09538,1976-02-11,M
CUST09539,1976-02-12,M
CUST09540,1976-02-13,F
CUST09541,1976-02-14,M
CUST09542,1976-02-15,
CUST09543,1976-02-16,F
CUST09544,1976-02-17,M
CUST09545,1976-02-18,F
CUST09546,1976-02-19,M
CUST09547,1976-02-20,
CUST09548,1976-02-21,M
CUST09549,1976-02-22,M
CUST09550,1976-02-23,M
CUST09551,1976-02-24,M
CUST09552,1976-02-25,M
CUST09553,1976-02-26,M
CUST09554,1976-02-27,M
CUST09555,1976-02-28,F
CUST09556,1976-02-29,M
CUST09557,1976-03-01,F
CUST09558,1976-03-02,F
CUST09559,1976-03-03,F
CUST09560,1976-03-04,F
CUST09561,1976-03-05,F
CUST09562,1976-03-06,F
CUST09563,1976-03-07,F
CUST09564,1976-03-08,M
CUST09565,1976-03-09,F
CUST09566,1976-03-10,F
CUST09567,1976-03-11,F
CUST09568,1976-03-12,M
CUST09569,1976-03-13,M
CUST09570,1976-03-14,F
CUST09571,1976-03-15,F
CUST09572,1976-03-16,F
CUST09573,1976-03-17,M
CUST09574,1976-03-18,F
CUST09575,1976-03-19,F
CUST09576,1976-03-20,F
CUST09577,1976-03-21,M
CUST09578,1976-03-22,M
CUST09579,1976-03-23,F
CUST09580,1976-03-24,F
CUST09581,1976-03-25,F
CUST09582,1976-03-26,
CUST09583,1976-03-27,F
CUST09584,1976-03-28,F
CUST09585,1976-03-29,M
CUST09586,1976-03-30,M
CUST09587,1976-03-31,M
CUST09588,1976-04-01,F
CUST09589,1976-04-02,M
CUST09590,1976-04-03,F
CUST09591,1976-04-04,F
CUST09592,1976-04-05,F
CUST09593,1976-04-06,M
CUST09594,1976-04-07,F
CUST09595,1976-04-08,F
CUST09596,1976-04-09,M
CUST09597,1976-04-10,F
CUST09598,1976-04-11,M
CUST09599,1976-04-12,M
CUST09600,1976-04-13,F
CUST09601,1976-04-14,M
CUST09602,1976-04-15,M
CUST09603,1976-04-16,F
CUST09604,1976-04-17,M
CUST09605,1976-04-18,F
CUST09606,1976-04-19,F
CUST09607,1976-04-20,F
CUST09608,1976-04-21,
CUST09609,1976-04-22,M
CUST09610,1976-04-23,F
CUST09611,1976-04-24,M
CUST09612,1976-04-25,F
CUST09613,1976-04-26,F
CUST09614,1976-04-27,F
CUST09615,1976-04-28,M
CUST09616,1976-04-29,M
CUST09617,1976-04-30,M
CUST09618,1976-05-01,M
CUST09619,1976-05-02,F
CUST09620,1976-05-03,M
CUST09621,1976-05-04,F
CUST09622,1976-05-05,
CUST09623,1976-05-06,F
CUST09624,1976-05-07,F
CUST09625,1976-05-08,F
CUST09626,1976-05-09,M
CUST09627,1976-05-10,F
CUST09628,1976-05-11,F
CUST09629,1976-05-12,
CUST09630,1976-05-13,F
CUST09631,1976-05-14,F
CUST09632,1976-05-15,F
CUST09633,1976-05-16,F
CUST09634,1976-05-17,M
CUST09635,1976-05-18,F
CUST09636,1976-05-19,F
CUST09637,1976-05-20,F
CUST09638,1976-05-21,F
CUST09639,1976-05-22,M
CUST09640,1976-05-23,F
CUST09641,1976-05-24,
CUST09642,1976-05-25,F
CUST09643,1976-05-26,M
CUST09644,1976-05-27,M
CUST09645,1976-05-28,M
CUST09646,1976-05-29,F
CUST09647,1976-05-30,
CUST09648,1976-05-31,
CUST09649,1976-06-01,
CUST09650,1976-06-02,F
CUST09651,1976-06-03,M
CUST09652,1976-06-04,M
CUST09653,1976-06-05,M
CUST09654,1976-06-06,
CUST09655,1976-06-07,F
CUST09656,1976-06-08,M
CUST09657,1976-06-09,M
CUST09658,1976-06-10,F
CUST09659,1976-06-11,F
CUST09660,1976-06-12,
CUST09661,1976-06-13,F
CUST09662,1976-06-14,F
CUST09663,1976-06-15,
CUST09664,1976-06-16,
CUST09665,1976-06-17,M
CUST09666,1976-06-18,M
CUST09667,1976-06-19,F
CUST09668,1976-06-20,F
CUST09669,1976-06-21,F
CUST09670,1976-06-22,F
CUST09671,1976-06-23,F
CUST09672,1976-06-24,F
CUST09673,1976-06-25,M
CUST09674,1976-06-26,F
CUST09675,1976-06-27,M
CUST09676,1976-06-28,M
CUST09677,1976-06-29,M
CUST09678,1976-06-30,F
CUST09679,1976-07-01,F
CUST09680,1976-07-02,
CUST09681,1976-07-03,M
CUST09682,1976-07-04,M
CUST09683,1976-07-05,M
CUST09684,1976-07-06,M
CUST09685,1976-07-07,M
CUST09686,1976-07-08,M
CUST09687,1976-07-09,F
CUST09688,1976-07-10,F
CUST09689,1976-07-11,M
CUST09690,1976-07-12,M
CUST09691,1976-07-13,M
CUST09692,1976-07-14,
CUST09693,1976-07-15,M
CUST09694,1976-07-16,M
CUST09695,1976-07-17,
CUST09696,1976-07-18,F
CUST09697,1976-07-19,F
CUST09698,1976-07-20,M
CUST09699,1976-07-21,M
CUST09700,1976-07-22,
CUST09701,1976-07-23,M
CUST09702,1976-07-24,F
CUST09703,1976-07-25,F
CUST09704,1976-07-26,F
CUST09705,1976-07-27,M
CUST09706,1976-07-28,F
CUST09707,1976-07-29,M
CUST09708,1976-07-30,F
CUST09709,1976-07-31,F
CUST09710,1976-08-01,F
CUST09711,1976-08-02,M
CUST09712,1976-08-03,F
CUST09713,1976-08-04,M
CUST09714,1976-08-05,F
CUST09715,1976-08-06,M
CUST09716,1976-08-07,M
CUST09717,1976-08-08,M
CUST09718,1976-08-09,F
CUST09719,1976-08-10,M
CUST09720,1976-08-11,M
CUST09721,1976-08-12,F
CUST09722,1976-08-13,F
CUST09723,1976-08-14,F
CUST09724,1976-08-15,
CUST09725,1976-08-16,F
CUST09726,1976-08-17,F
CUST09727,1976-08-18,M
CUST09728,1976-08-19,F
CUST09729,1976-08-20,
CUST09730,1976-08-21,F
CUST09731,1976-08-22,M
CUST09732,1976-08-23,F
CUST09733,1976-08-24,
CUST09734,1976-08-25,M
CUST09735,1976-08-26,M
CUST09736,1976-08-27,M
CUST09737,1976-08-28,M
CUST09738,1976-08-29,M
CUST09739,1976-08-30,M
CUST09740,1976-08-31,F
CUST09741,1976-09-01,F
CUST09742,1976-09-02,M
CUST09743,1976-09-03,F
CUST09744,1976-09-04,F
CUST09745,1976-09-05,M
CUST09746,1976-09-06,M
CUST09747,1976-09-07,F
CUST09748,1976-09-08,F
CUST09749,1976-09-09,F
CUST09750,1976-09-10,F
CUST09751,1976-09-11,M
CUST09752,1976-09-12,
CUST09753,1976-09-13,F
CUST09754,1976-09-14,M
CUST09755,1976-09-15,M
CUST09756,1976-09-16,F
CUST09757,1976-09-17,M
CUST09758,1976-09-18,F
CUST09759,1976-09-19,M
CUST09760,1976-09-20,M
CUST09761,1976-09-21,M
CUST09762,1976-09-22,F
CUST09763,1976-09-23,F
CUST09764,1976-09-24,M
CUST09765,1976-09-25,M
CUST09766,1976-09-26,M
CUST09767,1976-09-27,M
CUST09768,1976-09-28,F
CUST09769,1976-09-29,F
CUST09770,1976-09-30,M
CUST09771,1976-10-01,F
CUST09772,1976-10-02,F
CUST09773,1976-10-03,M
CUST09774,1976-10-04,
CUST09775,1976-10-05,F
CUST09776,1976-10-06,M
CUST09777,1976-10-07,M
CUST09778,1976-10-08,M
CUST09779,1976-10-09,
CUST09780,1976-10-10,F
CUST09781,1976-10-11,F
CUST09782,1976-10-12,M
CUST09783,1976-10-13,M
CUST09784,1976-10-14,M
CUST09785,1976-10-15,M
CUST09786,1976-10-16,F
CUST09787,1976-10-17,F
CUST09788,1976-10-18,F
CUST09789,1976-10-19,M
CUST09790,1976-10-20,M
CUST09791,1976-10-21,F
CUST09792,1976-10-22,
CUST09793,1976-10-23,F
CUST09794,1976-10-24,F
CUST09795,1976-10-25,M
CUST09796,1976-10-26,M
CUST09797,1976-10-27,M
CUST09798,1976-10-28,F
CUST09799,1976-10-29,M
CUST09800,1976-10-30,F
CUST09801,1976-10-31,F
CUST09802,1976-11-01,F
CUST09803,1976-11-02,F
CUST09804,1976-11-03,M
CUST09805,1976-11-04,F
CUST09806,1976-11-05,M
CUST09807,1976-11-06,
CUST09808,1976-11-07,F
CUST09809,1976-11-08,F
CUST09810,1976-11-09,
CUST09811,1976-11-10,M
CUST09812,1976-11-11,F
CUST09813,1976-11-12,M
CUST09814,1976-11-13,M
CUST09815,1976-11-14,M
CUST09816,1976-11-15,M
CUST09817,1976-11-16,
CUST09818,1976-11-17,F
CUST09819,1976-11-18,M
CUST09820,1976-11-19,F
CUST09821,1976-11-20,F
CUST09822,1976-11-21,F
CUST09823,1976-11-22,M
CUST09824,1976-11-23,F
CUST09825,1976-11-24,
CUST09826,1976-11-25,M
CUST09827,1976-11-26,F
CUST09828,1976-11-27,M
CUST09829,1976-11-28,M
CUST09830,1976-11-29,F
CUST09831,1976-11-30,M
CUST09832,1976-12-01,M
CUST09833,1976-12-02,M
CUST09834,1976-12-03,F
CUST09835,1976-12-04,F
CUST09836,1976-12-05,M
CUST09837,1976-12-06,F
CUST09838,1976-12-07,F
CUST09839,1976-12-08,
CUST09840,1976-12-09,M
CUST09841,1976-12-10,M
CUST09842,1976-12-11,F
CUST09843,1976-12-12,F
CUST09844,1976-12-13,F
CUST09845,1976-12-14,M
CUST09846,1976-12-15,F
CUST09847,1976-12-16,F
CUST09848,1976-12-17,M
CUST09849,1976-12-18,F
CUST09850,1976-12-19,M
CUST09851,1976-12-20,F
CUST09852,1976-12-21,M
CUST09853,1976-12-22,F
CUST09854,1976-12-23,F
CUST09855,1976-12-24,F
CUST09856,1976-12-25,M
CUST09857,1976-12-26,M
CUST09858,1976-12-27,M
CUST09859,1976-12-28,F
CUST09860,1976-12-29,
CUST09861,1976-12-30,M
CUST09862,1976-12-31,M
CUST09863,1977-01-01,M
CUST09864,1977-01-02,F
CUST09865,1977-01-03,F
CUST09866,1977-01-04,F
CUST09867,1977-01-05,M
CUST09868,1977-01-06,F
CUST09869,1977-01-07,F
CUST09870,1977-01-08,F
CUST09871,1977-01-09,M
CUST09872,1977-01-10,F
CUST09873,1977-01-11,M
CUST09874,1977-01-12,F
CUST09875,1977-01-13,M
CUST09876,1977-01-14,F
CUST09877,1977-01-15,M
CUST09878,1977-01-16,M
CUST09879,1977-01-17,M
CUST09880,1977-01-18,M
CUST09881,1977-01-19,F
CUST09882,1977-01-20,F
CUST09883,1977-01-21,F
CUST09884,1977-01-22,M
CUST09885,1977-01-23,M
CUST09886,1977-01-24,F
CUST09887,1977-01-25,M
CUST09888,1977-01-26,F
CUST09889,1977-01-27,F
CUST09890,1977-01-28,
CUST09891,1977-01-29,F
CUST09892,1977-01-30,M
CUST09893,1977-01-31,F
CUST09894,1977-02-01,F
CUST09895,1977-02-02,M
CUST09896,1977-02-03,F
CUST09897,1977-02-04,M
CUST09898,1977-02-05,M
CUST09899,1977-02-06,
CUST09900,1977-02-07,M
CUST09901,1977-02-08,F
CUST09902,1977-02-09,F
CUST09903,1977-02-10,F
CUST09904,1977-02-11,F
CUST09905,1977-02-12,F
CUST09906,1977-02-13,F
CUST09907,1977-02-14,
CUST09908,1977-02-15,F
CUST09909,1977-02-16,M
CUST09910,1977-02-17,M
CUST09911,1977-02-18,F
CUST09912,1977-02-19,M
CUST09913,1977-02-20,M
CUST09914,1977-02-21,F
CUST09915,1977-02-22,F
CUST09916,1977-02-23,F
CUST09917,1977-02-24,F
CUST09918,1977-02-25,F
CUST09919,1977-02-26,M
CUST09920,1977-02-27,
CUST09921,1977-02-28,F
CUST09922,1977-03-01,M
CUST09923,1977-03-02,
CUST09924,1977-03-03,M
CUST09925,1977-03-04,M
CUST09926,1977-03-05,M
CUST09927,1977-03-06,F
CUST09928,1977-03-07,F
CUST09929,1977-03-08,F
CUST09930,1977-03-09,F
CUST09931,1977-03-10,F
CUST09932,1977-03-11,M
CUST09933,1977-03-12,M
CUST09934,1977-03-13,F
CUST09935,1977-03-14,M
CUST09936,1977-03-15,F
CUST09937,1977-03-16,F
CUST09938,1977-03-17,F
CUST09939,1977-03-18,M
CUST09940,1977-03-19,
CUST09941,1977-03-20,M
CUST09942,1977-03-21,M
CUST09943,1977-03-22,
CUST09944,1977-03-23,M
CUST09945,1977-03-24,F
CUST09946,1977-03-25,
CUST09947,1977-03-26,M
CUST09948,1977-03-27,M
CUST09949,1977-03-28,F
CUST09950,1977-03-29,F
CUST09951,1977-03-30,
CUST09952,1977-03-31,F
CUST09953,1977-04-01,F
CUST09954,1977-04-02,F
CUST09955,1977-04-03,M
CUST09956,1977-04-04,M
CUST09957,1977-04-05,F
CUST09958,1977-04-06,M
CUST09959,1977-04-07,M
CUST09960,1977-04-08,M
CUST09961,1977-04-09,M
CUST09962,1977-04-10,F
CUST09963,1977-04-11,F
CUST09964,1977-04-12,M
CUST09965,1977-04-13,M
CUST09966,1977-04-14,M
CUST09967,1977-04-15,F
CUST09968,1977-04-16,M
CUST09969,1977-04-17,F
CUST09970,1977-04-18,F
CUST09971,1977-04-19,F
CUST09972,1977-04-20,M
CUST09973,1977-04-21,M
CUST09974,1977-04-22,M
CUST09975,1977-04-23,M
CUST09976,1977-04-24,F
CUST09977,1977-04-25,F
CUST09978,1977-04-26,M
CUST09979,1977-04-27,M
CUST09980,1977-04-28,F
CUST09981,1977-04-29,M
CUST09982,1977-04-30,
CUST09983,1977-05-01,M
CUST09984,1977-05-02,F
CUST09985,1977-05-03,
CUST09986,1977-05-04,F
CUST09987,1977-05-05,M
CUST09988,1977-05-06,M
CUST09989,1977-05-07,F
CUST09990,1977-05-08,F
CUST09991,1977-05-09,F
CUST09992,1977-05-10,F
CUST09993,1977-05-11,F
CUST09994,1977-05-12,F
CUST09995,1977-05-13,
CUST09996,1977-05-14,M
CUST09997,1977-05-15,F
CUST09998,1977-05-16,F
CUST09999,1977-05-17,F
CUST10000,1977-05-18,F
CUST10001,1977-05-19,F
CUST10002,1977-05-20,M
CUST10003,1977-05-21,
CUST10004,1977-05-22,F
CUST10005,1977-05-23,F
CUST10006,1977-05-24,M
CUST10007,1977-05-25,F
CUST10008,1977-05-26,
CUST10009,1977-05-27,
CUST10010,1977-05-28,M
CUST10011,1977-05-29,F
CUST10012,1977-05-30,
CUST10013,1977-05-31,F
CUST10014,1977-06-01,F
CUST10015,1977-06-02,M
CUST10016,1977-06-03,M
CUST10017,1977-06-04,M
CUST10018,1977-06-05,F
CUST10019,1977-06-06,F
CUST10020,1977-06-07,F
CUST10021,1977-06-08,M
CUST10022,1977-06-09,M
CUST10023,1977-06-10,F
CUST10024,1977-06-11,F
CUST10025,1977-06-12,M
CUST10026,1977-06-13,M
CUST10027,1977-06-14,
CUST10028,1977-06-15,
CUST10029,1977-06-16,F
CUST10030,1977-06-17,M
CUST10031,1977-06-18,M
CUST10032,1977-06-19,F
CUST10033,1977-06-20,M
CUST10034,1977-06-21,F
CUST10035,1977-06-22,M
CUST10036,1977-06-23,M
CUST10037,1977-06-24,
CUST10038,1977-06-25,M
CUST10039,1977-06-26,F
CUST10040,1977-06-27,F
CUST10041,1977-06-28,M
CUST10042,1977-06-29,M
CUST10043,1977-06-30,M
CUST10044,1977-07-01,F
CUST10045,1977-07-02,F
CUST10046,1977-07-03,M
CUST10047,1977-07-04,M
CUST10048,1977-07-05,F
CUST10049,1977-07-06,M
CUST10050,1977-07-07,F
CUST10051,1977-07-08,M
CUST10052,1977-07-09,F
CUST10053,1977-07-10,M
CUST10054,1977-07-11,M
CUST10055,1977-07-12,F
CUST10056,1977-07-13,F
CUST10057,1977-07-14,
CUST10058,1977-07-15,F
CUST10059,1977-07-16,F
CUST10060,1977-07-17,F
CUST10061,1977-07-18,F
CUST10062,1977-07-19,M
CUST10063,1977-07-20,F
CUST10064,1977-07-21,
CUST10065,1977-07-22,F
CUST10066,1977-07-23,
CUST10067,1977-07-24,F
CUST10068,1977-07-25,F
CUST10069,1977-07-26,M
CUST10070,1977-07-27,F
CUST10071,1977-07-28,F
CUST10072,1977-07-29,M
CUST10073,1977-07-30,F
CUST10074,1977-07-31,F
CUST10075,1977-08-01,F
CUST10076,1977-08-02,F
CUST10077,1977-08-03,F
CUST10078,1977-08-04,F
CUST10079,1977-08-05,F
CUST10080,1977-08-06,M
CUST10081,1977-08-07,M
CUST10082,1977-08-08,F
CUST10083,1977-08-09,M
CUST10084,1977-08-10,M
CUST10085,1977-08-11,F
CUST10086,1977-08-12,M
CUST10087,1977-08-13,F
CUST10088,1977-08-14,F
CUST10089,1977-08-15,M
CUST10090,1977-08-16,F
CUST10091,1977-08-17,M
CUST10092,1977-08-18,F
CUST10093,1977-08-19,M
CUST10094,1977-08-20,F
CUST10095,1977-08-21,F
CUST10096,1977-08-22,F
CUST10097,1977-08-23,M
CUST10098,1977-08-24,F
CUST10099,1977-08-25,M
CUST10100,1977-08-26,F
CUST10101,1977-08-27,
CUST10102,1977-08-28,F
CUST10103,1977-08-29,M
CUST10104,1977-08-30,M
CUST10105,1977-08-31,M
CUST10106,1977-09-01,F
CUST10107,1977-09-02,
CUST10108,1977-09-03,M
CUST10109,1977-09-04,M
CUST10110,1977-09-05,M
CUST10111,1977-09-06,
CUST10112,1977-09-07,M
CUST10113,1977-09-08,F
CUST10114,1977-09-09,F
CUST10115,1977-09-10,F
CUST10116,1977-09-11,M
CUST10117,1977-09-12,M
CUST10118,1977-09-13,F
CUST10119,1977-09-14,F
CUST10120,1977-09-15,F
CUST10121,1977-09-16,F
CUST10122,1977-09-17,F
CUST10123,1977-09-18,M
CUST10124,1977-09-19,F
CUST10125,1977-09-20,M
CUST10126,1977-09-21,M
CUST10127,1977-09-22,F
CUST10128,1977-09-23,M
CUST10129,1977-09-24,F
CUST10130,1977-09-25,F
CUST10131,1977-09-26,
CUST10132,1977-09-27,F
CUST10133,1977-09-28,M
CUST10134,1977-09-29,F
CUST10135,1977-09-30,F
CUST10136,1977-10-01,M
CUST10137,1977-10-02,F
CUST10138,1977-10-03,F
CUST10139,1977-10-04,F
CUST10140,1977-10-05,F
CUST10141,1977-10-06,
CUST10142,1977-10-07,F
CUST10143,1977-10-08,F
CUST10144,1977-10-09,M
CUST10145,1977-10-10,M
CUST10146,1977-10-11,M
CUST10147,1977-10-12,F
CUST10148,1977-10-13,F
CUST10149,1977-10-14,M
CUST10150,1977-10-15,F
CUST10151,1977-10-16,M
CUST10152,1977-10-17,F
CUST10153,1977-10-18,
CUST10154,1977-10-19,
CUST10155,1977-10-20,M
CUST10156,1977-10-21,F
CUST10157,1977-10-22,F
CUST10158,1977-10-23,M
CUST10159,1977-10-24,M
CUST10160,1977-10-25,F
CUST10161,1977-10-26,F
CUST10162,1977-10-27,F
CUST10163,1977-10-28,M
CUST10164,1977-10-29,F
CUST10165,1977-10-30,M
CUST10166,1977-10-31,M
CUST10167,1977-11-01,F
CUST10168,1977-11-02,F
